,BoundingBox_Width,BoundingBox_Height,BoundingBox_Left,BoundingBox_Top,AgeRange_Low,AgeRange_High,Smile_Value,Smile_Confidence,Eyeglasses_Value,Eyeglasses_Confidence,Sunglasses_Value,Sunglasses_Confidence,Gender_Value,Gender_Confidence,Beard_Value,Beard_Confidence,Mustache_Value,Mustache_Confidence,EyesOpen_Value,EyesOpen_Confidence,MouthOpen_Value,MouthOpen_Confidence,Emotions_HAPPY_Confidence,Emotions_CALM_Confidence,Emotions_CONFUSED_Confidence,Emotions_SURPRISED_Confidence,Emotions_DISGUSTED_Confidence,Emotions_SAD_Confidence,Emotions_ANGRY_Confidence,Emotions_FEAR_Confidence,Landmarks_eyeLeft_X,Landmarks_eyeLeft_Y,Landmarks_eyeRight_X,Landmarks_eyeRight_Y,Landmarks_mouthLeft_X,Landmarks_mouthLeft_Y,Landmarks_mouthRight_X,Landmarks_mouthRight_Y,Landmarks_nose_X,Landmarks_nose_Y,Landmarks_leftEyeBrowLeft_X,Landmarks_leftEyeBrowLeft_Y,Landmarks_leftEyeBrowRight_X,Landmarks_leftEyeBrowRight_Y,Landmarks_leftEyeBrowUp_X,Landmarks_leftEyeBrowUp_Y,Landmarks_rightEyeBrowLeft_X,Landmarks_rightEyeBrowLeft_Y,Landmarks_rightEyeBrowRight_X,Landmarks_rightEyeBrowRight_Y,Landmarks_rightEyeBrowUp_X,Landmarks_rightEyeBrowUp_Y,Landmarks_leftEyeLeft_X,Landmarks_leftEyeLeft_Y,Landmarks_leftEyeRight_X,Landmarks_leftEyeRight_Y,Landmarks_leftEyeUp_X,Landmarks_leftEyeUp_Y,Landmarks_leftEyeDown_X,Landmarks_leftEyeDown_Y,Landmarks_rightEyeLeft_X,Landmarks_rightEyeLeft_Y,Landmarks_rightEyeRight_X,Landmarks_rightEyeRight_Y,Landmarks_rightEyeUp_X,Landmarks_rightEyeUp_Y,Landmarks_rightEyeDown_X,Landmarks_rightEyeDown_Y,Landmarks_noseLeft_X,Landmarks_noseLeft_Y,Landmarks_noseRight_X,Landmarks_noseRight_Y,Landmarks_mouthUp_X,Landmarks_mouthUp_Y,Landmarks_mouthDown_X,Landmarks_mouthDown_Y,Landmarks_leftPupil_X,Landmarks_leftPupil_Y,Landmarks_rightPupil_X,Landmarks_rightPupil_Y,Landmarks_upperJawlineLeft_X,Landmarks_upperJawlineLeft_Y,Landmarks_midJawlineLeft_X,Landmarks_midJawlineLeft_Y,Landmarks_chinBottom_X,Landmarks_chinBottom_Y,Landmarks_midJawlineRight_X,Landmarks_midJawlineRight_Y,Landmarks_upperJawlineRight_X,Landmarks_upperJawlineRight_Y,Pose_Roll,Pose_Yaw,Pose_Pitch,Quality_Brightness,Quality_Sharpness,Confidence,FaceOccluded_Value,FaceOccluded_Confidence,EyeDirection_Yaw,EyeDirection_Pitch,EyeDirection_Confidence
407.jpg,0.574726402759552,0.8079685568809509,0.2706875205039978,0.13650508224964142,43,51,False,77.70479583740234,False,99.97702026367188,False,99.99999237060547,Female,99.9976806640625,False,99.81034088134766,False,99.9994125366211,True,98.5836410522461,False,98.01361083984375,14.940011978149414,48.359375,0.06346702575683594,0.0021904706954956055,0.0052928924560546875,0.08606910705566406,0.0005781650543212891,5.9604644775390625e-06,0.37632882595062256,0.462960809469223,0.6223334670066833,0.4682726562023163,0.3935154676437378,0.7330626249313354,0.5981513857841492,0.7383137941360474,0.44795820116996765,0.6044669151306152,0.3028290867805481,0.39924755692481995,0.41121193766593933,0.3818592429161072,0.3489839434623718,0.3672126829624176,0.5522944927215576,0.38386765122413635,0.7311014533042908,0.4075064957141876,0.6332211494445801,0.3717931807041168,0.3387591242790222,0.4610750079154968,0.4251841604709625,0.4661645293235779,0.37305471301078796,0.44895732402801514,0.3770916759967804,0.4743792414665222,0.5737724304199219,0.4691856801509857,0.672284722328186,0.4682650566101074,0.6201327443122864,0.45403173565864563,0.6207893490791321,0.47972846031188965,0.4319694936275482,0.6345850229263306,0.5232020616531372,0.6365693807601929,0.4726388454437256,0.6990565061569214,0.47899773716926575,0.780281662940979,0.37632882595062256,0.462960809469223,0.6223334670066833,0.4682726562023163,0.306971937417984,0.47007688879966736,0.345431387424469,0.759926438331604,0.49990200996398926,0.9210043549537659,0.7826460003852844,0.768921434879303,0.8451335430145264,0.47976216673851013,-0.05407983437180519,-13.777362823486328,1.1109527349472046,86.53778076171875,94.08262634277344,99.99938201904297,False,99.88834381103516,-8.94437026977539,4.55723237991333,99.99114990234375
349.jpg,0.5591487884521484,0.7795761227607727,0.2434709072113037,0.1556980162858963,47,55,True,92.37805938720703,True,100.0,False,99.99998474121094,Male,99.99024200439453,False,71.74787902832031,False,98.81753540039062,True,97.34828186035156,False,98.53909301757812,100.0,0.02269744873046875,0.0001609325408935547,0.0,0.0,0.0012218952178955078,0.0,5.9604644775390625e-06,0.3622228503227234,0.46599438786506653,0.620684027671814,0.46292242407798767,0.3869929313659668,0.738024115562439,0.6018493175506592,0.7355208396911621,0.4732339084148407,0.5867121815681458,0.27247104048728943,0.41033250093460083,0.40815845131874084,0.37538522481918335,0.33670318126678467,0.36604341864585876,0.5562223196029663,0.37315917015075684,0.7216599583625793,0.4046194851398468,0.6348406672477722,0.36189162731170654,0.31875911355018616,0.4678243398666382,0.41341909766197205,0.4675080180168152,0.36017611622810364,0.4508473575115204,0.36352822184562683,0.47746434807777405,0.56953364610672,0.4655923545360565,0.6687101125717163,0.46365422010421753,0.6196134090423584,0.44763270020484924,0.6192790865898132,0.4744272232055664,0.43731898069381714,0.6302898526191711,0.5327161550521851,0.6291592121124268,0.48415490984916687,0.6924206018447876,0.48817873001098633,0.7773957252502441,0.3622228503227234,0.46599438786506653,0.620684027671814,0.46292242407798767,0.24021197855472565,0.5044201016426086,0.29373398423194885,0.7942492961883545,0.4990651607513428,0.928336501121521,0.7508208155632019,0.7890251278877258,0.804078221321106,0.497194766998291,-2.727293014526367,-5.599279880523682,10.362312316894531,81.13854217529297,98.564208984375,99.9994888305664,False,99.97846984863281,6.545206069946289,2.1852362155914307,99.9834213256836
177.jpg,0.5737529397010803,0.8572880625724792,0.10206133127212524,0.08238648623228073,37,45,False,98.40174102783203,False,99.9997329711914,False,99.99999237060547,Male,99.97687530517578,True,99.99832916259766,True,96.07796478271484,True,97.68476867675781,False,99.46795654296875,0.056234996765851974,99.609375,0.05631446838378906,0.0007599592208862305,8.344650268554688e-05,0.001043081283569336,5.364418029785156e-05,0.0,0.3962153494358063,0.46861907839775085,0.6070022583007812,0.46581363677978516,0.4113185703754425,0.7519291043281555,0.5862827301025391,0.7476096153259277,0.5885635614395142,0.6179386973381042,0.28292199969291687,0.40581825375556946,0.469759076833725,0.38619402050971985,0.39127323031425476,0.37202802300453186,0.592602550983429,0.38619861006736755,0.654006838798523,0.4022642970085144,0.6387788653373718,0.3712775707244873,0.34569504857063293,0.4680049419403076,0.43650421500205994,0.47069674730300903,0.39947184920310974,0.454630047082901,0.396151065826416,0.4811309576034546,0.5641518235206604,0.4693480432033539,0.6332559585571289,0.46409738063812256,0.6120744347572327,0.45216622948646545,0.6058825850486755,0.47807151079177856,0.4911103844642639,0.6467069983482361,0.5711802840232849,0.6455617547035217,0.5381376147270203,0.7123271822929382,0.5242865085601807,0.7951851487159729,0.3962153494358063,0.46861907839775085,0.6070022583007812,0.46581363677978516,0.1257331520318985,0.47431159019470215,0.18108096718788147,0.7708414196968079,0.4829290509223938,0.9357849359512329,0.5659676194190979,0.7666705250740051,0.5955915451049805,0.47130298614501953,1.4177100658416748,30.03481101989746,-1.9939947128295898,80.7378921508789,96.61495208740234,99.99723815917969,False,99.95069885253906,37.81013107299805,-5.943752288818359,99.98552703857422
89.jpg,0.5656551122665405,0.7397992610931396,0.21979200839996338,0.1790318787097931,12,18,True,99.94739532470703,False,99.98870849609375,False,99.99969482421875,Female,99.98786163330078,False,99.99565124511719,False,100.0,True,96.33670806884766,True,99.7349853515625,100.0,0.0002205371856689453,0.003147125244140625,0.09918212890625,1.7881393432617188e-05,0.0,0.0001251697540283203,0.00011920928955078125,0.37003907561302185,0.4660806655883789,0.6250088214874268,0.47060784697532654,0.3897473216056824,0.7131824493408203,0.6029319167137146,0.7168313264846802,0.5014427900314331,0.6012462377548218,0.2742558717727661,0.40547701716423035,0.4255806505680084,0.39240214228630066,0.3513377010822296,0.3778022527694702,0.5705772638320923,0.3947947025299072,0.7154279351234436,0.4126864969730377,0.6433268785476685,0.38260340690612793,0.32417649030685425,0.4638279974460602,0.42023611068725586,0.4689283072948456,0.3696560263633728,0.4534267485141754,0.3710672855377197,0.47689288854599,0.5740021467208862,0.4716206192970276,0.6688528656959534,0.46972745656967163,0.625214159488678,0.4578489065170288,0.6231645941734314,0.48121923208236694,0.45011040568351746,0.627567708492279,0.5436321496963501,0.6290291547775269,0.49703291058540344,0.6873520016670227,0.4957992732524872,0.7621802687644958,0.37003907561302185,0.4660806655883789,0.6250088214874268,0.47060784697532654,0.21289792656898499,0.46394801139831543,0.2647430896759033,0.7357817888259888,0.4928430914878845,0.8913480043411255,0.71112459897995,0.7426314353942871,0.7646049857139587,0.47273606061935425,-0.7121822834014893,1.0136903524398804,5.154636859893799,92.44368743896484,96.61495208740234,99.99815368652344,False,99.88336181640625,-1.4472715854644775,6.424796104431152,99.97710418701172
163.jpg,0.536320149898529,0.7532632350921631,0.20694512128829956,0.1692005693912506,48,56,False,99.130126953125,True,100.0,False,99.99999237060547,Male,99.67256164550781,True,99.32549285888672,True,93.47930145263672,True,98.71356964111328,False,96.24813079833984,0.003461043117567897,99.8046875,0.020802021026611328,4.470348358154297e-05,0.0,0.08931159973144531,0.0,4.76837158203125e-05,0.38287240266799927,0.46498045325279236,0.6157541275024414,0.46845653653144836,0.40274977684020996,0.7338892221450806,0.5964118838310242,0.7359169721603394,0.5348817110061646,0.599838376045227,0.2825879752635956,0.4054975211620331,0.443324476480484,0.3832717835903168,0.36889734864234924,0.36997976899147034,0.5774744153022766,0.3855859637260437,0.6889199018478394,0.4114910960197449,0.6390367746353149,0.3744313716888428,0.3362710475921631,0.4645271301269531,0.4284331500530243,0.4680829346179962,0.3836956024169922,0.4510417878627777,0.3836503326892853,0.4767860472202301,0.569206178188324,0.4702935218811035,0.6523891687393188,0.4689493477344513,0.6178413033485413,0.45453208684921265,0.6145442128181458,0.4799671769142151,0.46785882115364075,0.633632242679596,0.5546666383743286,0.6346256136894226,0.5143733620643616,0.6965414881706238,0.5090824365615845,0.7778598666191101,0.38287240266799927,0.46498045325279236,0.6157541275024414,0.46845653653144836,0.18744854629039764,0.4819733798503876,0.2407154142856598,0.7676687836647034,0.49274739623069763,0.9187710881233215,0.6567614078521729,0.772993266582489,0.6987992525100708,0.48969441652297974,2.3276097774505615,12.260904312133789,3.720629930496216,80.11986541748047,98.564208984375,99.99922180175781,False,99.8639907836914,13.545252799987793,-4.59927225112915,99.99195861816406
188.jpg,0.5396856665611267,0.7900917530059814,0.28115159273147583,0.16012319922447205,19,23,False,70.1961898803711,False,99.95393371582031,False,99.99161529541016,Female,99.99895477294922,False,99.99713897705078,False,100.0,True,98.1880111694336,True,98.05266571044922,10.350168228149414,52.83745574951172,3.3966064453125,11.145833015441895,0.022411346435546875,0.046515464782714844,0.4276275634765625,0.11243820190429688,0.3752051293849945,0.46733197569847107,0.6180664300918579,0.47356975078582764,0.39937350153923035,0.7378921508789062,0.601717472076416,0.7438778281211853,0.4598816931247711,0.6184841990470886,0.29754093289375305,0.40147486329078674,0.4113397002220154,0.3902696669101715,0.3477267920970917,0.3739432990550995,0.5506020188331604,0.39266932010650635,0.7202259302139282,0.4107472002506256,0.6282705068588257,0.379187673330307,0.3366962671279907,0.4645242691040039,0.4234251081943512,0.47097739577293396,0.37214764952659607,0.45398133993148804,0.3761865794658661,0.4791065752506256,0.5700749754905701,0.47452664375305176,0.6660519242286682,0.4726674258708954,0.6160882711410522,0.4598764181137085,0.6168550848960876,0.4851928949356079,0.437919944524765,0.6433827877044678,0.5281082391738892,0.6453936100006104,0.48062029480934143,0.7085641622543335,0.48724356293678284,0.7886722087860107,0.3752051293849945,0.46733197569847107,0.6180664300918579,0.47356975078582764,0.2911069095134735,0.46253538131713867,0.3370957374572754,0.753669261932373,0.5062138438224792,0.9252208471298218,0.7688441872596741,0.7624801397323608,0.8221924304962158,0.472918838262558,-1.587296724319458,-10.957165718078613,0.823659360408783,77.03741455078125,96.61495208740234,99.99868774414062,False,99.96492004394531,0.2999451458454132,0.5611348152160645,99.98867797851562
76.jpg,0.541172981262207,0.8463680744171143,0.13522517681121826,0.1307734251022339,24,32,True,98.9086685180664,False,99.72347259521484,False,99.9717788696289,Female,99.9989242553711,False,99.97824096679688,False,99.99998474121094,True,98.31932067871094,True,99.89429473876953,98.046875,0.02129077911376953,0.05412101745605469,0.08803606033325195,0.005906820297241211,5.9604644775390625e-06,0.05412101745605469,0.00010132789611816406,0.39223751425743103,0.4686472713947296,0.602489709854126,0.46196413040161133,0.4194467067718506,0.7543144822120667,0.5939092040061951,0.7465601563453674,0.6024023294448853,0.6019958257675171,0.2729266285896301,0.41333600878715515,0.46662071347236633,0.3800506293773651,0.385545939207077,0.36987605690956116,0.5894726514816284,0.37770989537239075,0.6431126594543457,0.40254855155944824,0.6328622698783875,0.36433443427085876,0.34040746092796326,0.4710566997528076,0.4325987994670868,0.4703102111816406,0.3955596089363098,0.45395541191101074,0.3928470313549042,0.48150768876075745,0.559990644454956,0.46661388874053955,0.6271981000900269,0.4615842401981354,0.6077052354812622,0.4474934935569763,0.6020091772079468,0.4744141697883606,0.49892744421958923,0.6418128609657288,0.5788171887397766,0.6389111280441284,0.5495688915252686,0.7056989073753357,0.5373857617378235,0.7917956113815308,0.39223751425743103,0.4686472713947296,0.602489709854126,0.46196413040161133,0.10506581515073776,0.5024409294128418,0.1738743633031845,0.7976144552230835,0.4962470531463623,0.9403461813926697,0.5578035116195679,0.7850772738456726,0.5739544630050659,0.48992782831192017,2.521535634994507,31.455230712890625,6.019855976104736,85.63713073730469,97.45164489746094,99.99894714355469,False,97.74816131591797,8.540011405944824,12.410624504089355,99.98949432373047
62.jpg,0.5279393792152405,0.7452969551086426,0.2546502947807312,0.16340485215187073,8,16,True,55.695064544677734,False,99.67926025390625,False,99.99986267089844,Male,99.14507293701172,False,89.65428161621094,False,99.94652557373047,True,98.71226501464844,True,94.54547119140625,59.357421875,6.6162109375,1.7669677734375,0.34618377685546875,0.001901388168334961,0.0007569789886474609,0.12264251708984375,0.00032782554626464844,0.38161468505859375,0.46833536028862,0.6178399324417114,0.46705883741378784,0.40398526191711426,0.7094289064407349,0.6008574366569519,0.7085913419723511,0.48602738976478577,0.5923658609390259,0.29819348454475403,0.41278448700904846,0.4247949719429016,0.39366668462753296,0.35903400182724,0.3820301294326782,0.5596582293510437,0.392543762922287,0.7081615924835205,0.4100174903869629,0.6306928396224976,0.3799248933792114,0.3414342999458313,0.4676150977611542,0.42824774980545044,0.4698977768421173,0.3799431622028351,0.45570409297943115,0.3826413154602051,0.47861599922180176,0.5708178281784058,0.4690551459789276,0.6611824035644531,0.46581366658210754,0.6169353723526001,0.4543053209781647,0.6163926124572754,0.4773353636264801,0.4510593116283417,0.6211776733398438,0.5381100177764893,0.6206511855125427,0.4940304756164551,0.6780383586883545,0.49703869223594666,0.751205325126648,0.38161468505859375,0.46833536028862,0.6178399324417114,0.46705883741378784,0.2649134695529938,0.4767090380191803,0.3142296075820923,0.7381158471107483,0.5053665637969971,0.8784411549568176,0.730684757232666,0.7353281378746033,0.7787535190582275,0.47294190526008606,-2.3826072216033936,-5.703007698059082,4.983753204345703,87.93617248535156,92.22801208496094,99.99993133544922,False,99.6113510131836,3.9942891597747803,4.91259765625,99.99195098876953
74.jpg,0.576725959777832,0.8241525888442993,0.3267165422439575,0.13067597150802612,43,51,True,87.28742218017578,True,99.99601745605469,False,99.56356048583984,Female,99.99947357177734,False,99.9871826171875,False,99.99999237060547,True,98.7626724243164,True,99.69624328613281,95.1171875,0.16813278198242188,0.2254486083984375,0.004366040229797363,0.0002086162567138672,0.010669231414794922,0.08392333984375,0.0015854835510253906,0.40115270018577576,0.45799538493156433,0.6049646735191345,0.46255218982696533,0.4191710352897644,0.7511347532272339,0.5878840684890747,0.7567542791366577,0.3940671682357788,0.6044257283210754,0.3614806830883026,0.39485296607017517,0.40430447459220886,0.3714158833026886,0.36373472213745117,0.35772934556007385,0.5237852931022644,0.3720664083957672,0.721344530582428,0.401302307844162,0.6044747233390808,0.36004310846328735,0.3779076039791107,0.45733433961868286,0.4420161843299866,0.46181148290634155,0.394280344247818,0.4430060088634491,0.40140190720558167,0.47030991315841675,0.5655642747879028,0.4642016887664795,0.6563142538070679,0.46364691853523254,0.6001049876213074,0.4471920132637024,0.6043709516525269,0.47517046332359314,0.4232036769390106,0.6383723616600037,0.5010796189308167,0.6401538252830505,0.4529978334903717,0.7065223455429077,0.46933066844940186,0.7937192320823669,0.40115270018577576,0.45799538493156433,0.6049646735191345,0.46255218982696533,0.44449582695961,0.4805246591567993,0.4674801826477051,0.7822309136390686,0.5192410349845886,0.9435151815414429,0.8428799510002136,0.7896270155906677,0.9016395807266235,0.48711729049682617,-0.7500686049461365,-35.17388153076172,-0.4642040431499481,77.52732849121094,95.51618957519531,99.9996337890625,False,99.87232971191406,-35.01298904418945,1.5014498233795166,99.99227142333984
60.jpg,0.5671532154083252,0.7624210119247437,0.2177717685699463,0.1350192278623581,3,7,False,99.8607406616211,False,99.99999237060547,False,100.0,Female,99.6576919555664,False,99.98223876953125,False,99.9954605102539,True,76.92510986328125,False,65.55477142333984,6.556510925292969e-05,70.453125,4.4036865234375,0.004246830940246582,0.02453327178955078,13.24462890625,0.109100341796875,0.0001251697540283203,0.37447965145111084,0.4680411219596863,0.6237026453018188,0.4669717848300934,0.39515605568885803,0.723039984703064,0.6030288338661194,0.7218642234802246,0.5029338002204895,0.6122703552246094,0.2805255651473999,0.4041459262371063,0.4280111789703369,0.39353275299072266,0.3552088439464569,0.37859365344047546,0.570124626159668,0.3928702771663666,0.7130991816520691,0.40211984515190125,0.6416208744049072,0.37732139229774475,0.3295589089393616,0.4654887616634369,0.423652321100235,0.46953892707824707,0.3739280104637146,0.45531392097473145,0.3755438029766083,0.47888752818107605,0.5740433931350708,0.4689040780067444,0.6669898629188538,0.4639621376991272,0.6239449381828308,0.4541923999786377,0.622234046459198,0.47774216532707214,0.4537182152271271,0.6344130039215088,0.5456368327140808,0.6339675784111023,0.5001298785209656,0.6956681609153748,0.4996963441371918,0.77097088098526,0.37447965145111084,0.4680411219596863,0.6237026453018188,0.4669717848300934,0.22130851447582245,0.45541778206825256,0.27363067865371704,0.7341429591178894,0.49827831983566284,0.8994247317314148,0.7133569121360779,0.7323383688926697,0.7634060382843018,0.4531087577342987,-0.005928759463131428,-0.16406455636024475,1.4155627489089966,94.36347198486328,94.08262634277344,99.99836730957031,False,99.24156951904297,1.717504620552063,-6.90405797958374,99.85578155517578
48.jpg,0.5072334408760071,0.7992021441459656,0.19345074892044067,0.18222647905349731,53,61,False,74.99533081054688,True,99.99993133544922,False,100.0,Male,99.9974365234375,True,99.12979888916016,True,78.07660675048828,True,98.71854400634766,True,98.2167739868164,0.1247406005859375,0.05850791931152344,14.73388671875,94.6374740600586,0.00029206275939941406,5.9604644775390625e-06,0.0010371208190917969,0.13294219970703125,0.39353492856025696,0.4644506275653839,0.6112691760063171,0.46640628576278687,0.40412619709968567,0.7489348649978638,0.5859469175338745,0.749768853187561,0.5547108054161072,0.6223672032356262,0.2902003526687622,0.40022650361061096,0.4586753845214844,0.3858010470867157,0.3845309019088745,0.3695814311504364,0.5851506590843201,0.38798657059669495,0.6718867421150208,0.40415823459625244,0.6390705108642578,0.3733851909637451,0.3460809290409088,0.4627537131309509,0.43529194593429565,0.4681607782840729,0.39537543058395386,0.4509614408016205,0.39318397641181946,0.47756192088127136,0.5670167803764343,0.4695327877998352,0.6426904797554016,0.46531131863594055,0.6148188710212708,0.4531589150428772,0.6096910238265991,0.4793238043785095,0.4754306674003601,0.648453414440155,0.5578057169914246,0.6491617560386658,0.5198301672935486,0.7156676054000854,0.508961021900177,0.7990867495536804,0.39353492856025696,0.4644506275653839,0.6112691760063171,0.46640628576278687,0.1692880541086197,0.4635966122150421,0.21576806902885437,0.7627265453338623,0.47967207431793213,0.9384605884552002,0.6099714040756226,0.7662737965583801,0.651237428188324,0.4692615270614624,1.7618645429611206,22.76624298095703,-0.20083977282047272,87.5500259399414,98.564208984375,99.99964141845703,False,99.71505737304688,19.753631591796875,-3.548635721206665,99.99198913574219
149.jpg,0.5734087228775024,0.7880353927612305,0.22308695316314697,0.1423029601573944,66,74,False,75.04461669921875,True,100.0,False,100.0,Male,99.99944305419922,False,86.98818969726562,False,99.92145538330078,True,98.6990966796875,False,99.7152099609375,8.3984375,62.005210876464844,0.001901388168334961,0.0,5.9604644775390625e-06,0.009226799011230469,0.012040138244628906,1.1920928955078125e-05,0.37212276458740234,0.46748897433280945,0.6307616233825684,0.47303369641304016,0.3883463442325592,0.7436245679855347,0.6041768789291382,0.7482976317405701,0.49032819271087646,0.627588152885437,0.2796313762664795,0.397335410118103,0.42466938495635986,0.3899203836917877,0.35148128867149353,0.3719477951526642,0.5724920630455017,0.39280417561531067,0.7289862036705017,0.40650662779808044,0.6493163108825684,0.37788254022598267,0.32692503929138184,0.4637313783168793,0.42308467626571655,0.47082915902137756,0.371074378490448,0.4539952576160431,0.37281709909439087,0.4794798493385315,0.5791850686073303,0.4741284251213074,0.677369236946106,0.4711531400680542,0.6306833624839783,0.45946192741394043,0.6289820671081543,0.4849203824996948,0.445905864238739,0.6497137546539307,0.5416180491447449,0.6516974568367004,0.49194732308387756,0.7169408798217773,0.4916068911552429,0.7980624437332153,0.37212276458740234,0.46748897433280945,0.6307616233825684,0.47303369641304016,0.23105531930923462,0.4512529969215393,0.2773036062717438,0.7515299916267395,0.49280601739883423,0.9355168342590332,0.7350376844406128,0.7609300017356873,0.7947110533714294,0.4626164734363556,-0.14475592970848083,-2.063380479812622,1.0107779502868652,80.67473602294922,98.08562469482422,99.99935913085938,False,99.98091125488281,-6.943292617797852,-2.451913595199585,99.99186706542969
175.jpg,0.48723089694976807,0.7246055006980896,0.1964336633682251,0.18900567293167114,19,27,False,99.9993667602539,False,99.36273956298828,False,99.99665069580078,Female,99.99540710449219,False,99.98175811767578,False,99.99999237060547,True,97.67720031738281,False,97.47058868408203,1.9868213712470606e-05,12.225341796875,0.28324127197265625,0.06014108657836914,0.04391670227050781,0.17232894897460938,87.20703125,0.017058849334716797,0.39563843607902527,0.4734261929988861,0.6028721332550049,0.47154876589775085,0.40722230076789856,0.7386929988861084,0.5801873207092285,0.7359439730644226,0.5564109086990356,0.6303874850273132,0.2953341603279114,0.40986403822898865,0.4598776400089264,0.40271544456481934,0.3881756663322449,0.386364221572876,0.5798882246017456,0.40282395482063293,0.6583572030067444,0.4075062870979309,0.6298805475234985,0.3860393464565277,0.34975966811180115,0.47090548276901245,0.43554654717445374,0.47589966654777527,0.3977641761302948,0.46133163571357727,0.3955499827861786,0.4855339527130127,0.560859739780426,0.47499746084213257,0.6319853663444519,0.46835222840309143,0.6065166592597961,0.45971691608428955,0.6015914082527161,0.4835064113140106,0.47765669226646423,0.6481098532676697,0.5559039115905762,0.6474541425704956,0.5207655429840088,0.7111819982528687,0.5101680755615234,0.7872068285942078,0.39563843607902527,0.4734261929988861,0.6028721332550049,0.47154876589775085,0.17337459325790405,0.4556032419204712,0.22056448459625244,0.7367054224014282,0.4804052710533142,0.9123789668083191,0.5951178073883057,0.7342886924743652,0.6314029097557068,0.4538058340549469,0.7056607604026794,21.87759780883789,-6.415488243103027,90.10723114013672,96.61495208740234,99.99996185302734,False,99.95014953613281,-5.549655914306641,4.225666046142578,99.98548126220703
161.jpg,0.5536048412322998,0.8083029985427856,0.2838691473007202,0.1508326679468155,21,29,True,99.94739532470703,False,99.99686431884766,False,99.99974060058594,Female,99.17798614501953,False,98.36343383789062,False,99.9997787475586,True,98.21636199951172,True,99.70325469970703,100.0,0.0003039836883544922,0.0005185604095458984,0.0001341104507446289,2.384185791015625e-05,0.0,0.00020265579223632812,0.0,0.3792543411254883,0.461762398481369,0.6115255951881409,0.4820252060890198,0.4047497510910034,0.7162005305290222,0.5988012552261353,0.7348857522010803,0.4348090589046478,0.6203664541244507,0.3141821622848511,0.3920523226261139,0.40464621782302856,0.39597344398498535,0.3487131595611572,0.37521445751190186,0.5375518798828125,0.40545234084129333,0.7180065512657166,0.4240694046020508,0.6164885759353638,0.39477071166038513,0.3459556996822357,0.4555034041404724,0.4255466163158417,0.46808335185050964,0.3749864101409912,0.4497874677181244,0.380131334066391,0.47299712896347046,0.5657145380973816,0.479897141456604,0.6608591675758362,0.4821978211402893,0.6081969141960144,0.4694477915763855,0.6102885007858276,0.49283498525619507,0.42978939414024353,0.6355818510055542,0.5159626603126526,0.6423054933547974,0.4686053693294525,0.700117826461792,0.47891369462013245,0.7740721702575684,0.3792543411254883,0.461762398481369,0.6115255951881409,0.4820252060890198,0.3405112326145172,0.43597611784935,0.38006752729415894,0.7145493626594543,0.5088550448417664,0.898453950881958,0.7920981645584106,0.7445396780967712,0.8474203944206238,0.4731856882572174,-0.7287542223930359,-20.870166778564453,-0.4392390251159668,80.89646911621094,97.45164489746094,99.99928283691406,False,99.11042785644531,-5.851495265960693,-3.66776180267334,99.98885345458984
388.jpg,0.5464450120925903,0.7364564538002014,0.2404623031616211,0.183399498462677,21,29,True,99.99897766113281,False,99.99995422363281,False,99.99999237060547,Female,99.9568862915039,False,99.98712158203125,False,99.99999237060547,True,98.6805648803711,True,99.9404525756836,100.0,0.0,1.7881393432617188e-05,0.00017881393432617188,0.0,0.0,0.0,0.0,0.37228846549987793,0.469543993473053,0.6176837086677551,0.4756847620010376,0.39509060978889465,0.7071839570999146,0.6007643938064575,0.7128669023513794,0.4805968105792999,0.6158656477928162,0.28623056411743164,0.40606579184532166,0.4177231788635254,0.4047890305519104,0.34983229637145996,0.38770750164985657,0.5570123195648193,0.4075947701931,0.7104564309120178,0.41529327630996704,0.6303916573524475,0.39341288805007935,0.33069702982902527,0.46523234248161316,0.42070525884628296,0.4727573096752167,0.3707156181335449,0.45825546979904175,0.37327632308006287,0.480114221572876,0.5685968399047852,0.4762960374355316,0.662449061870575,0.4731924831867218,0.6166108846664429,0.46415263414382935,0.6159616708755493,0.4860413074493408,0.44382959604263306,0.6315909624099731,0.53387451171875,0.6335248351097107,0.48816749453544617,0.6906740665435791,0.4908604323863983,0.7605043053627014,0.37228846549987793,0.469543993473053,0.6176837086677551,0.4756847620010376,0.2522619366645813,0.4444883465766907,0.30222439765930176,0.7087069749832153,0.49875009059906006,0.877941370010376,0.7314653992652893,0.7169666886329651,0.7824654579162598,0.45500004291534424,-0.8075402975082397,-4.733821392059326,-1.593130350112915,78.67547607421875,96.61495208740234,99.99977111816406,False,99.94593048095703,3.06756329536438,-1.2574520111083984,99.99175262451172
